timestamp(ns),elapsed(s)
1772084314555943627,0.000205314
1772084314689447627,0.00036444
1772084315223706627,0.000455799
1772084315490702627,0.000360548
1772084315591065627,0.000323205
1772084315624397627,0.000364208
1772084316091702627,0.000375025
1772084316258712627,0.000614457
1772084316358919627,0.000400162
1772084316392211627,0.000607601
1772084316458970627,0.000891082
1772084316525704627,0.00046116
1772084316559093627,0.000365224
1772084316592752627,0.000361712
1772084316659358627,0.000351592
1772084316694838627,0.000588344
1772084316759473627,0.000371815
1772084316828249627,0.00120719
1772084316959867627,0.000586979
1772084317026593627,0.000738452
1772084317093578627,0.000500945
1772084317126721627,0.000699884
1772084317260217627,0.000656867
1772084317327087627,0.000842813
1772084317427259627,0.000701067
1772084317460579627,0.00101693
1772084317660968627,0.000602576
1772084317694339627,0.000463724
1772084317727724627,0.000931844
1772084318094961627,0.000565031
1772084318228454627,0.000927708
1772084318295349627,0.000898074
1772084318462236627,0.00083123
1772084318495599627,0.000970273
1772084318695971627,0.000462707
1772084318764708627,0.000558752
1772084318829474627,0.000907843
1772084318996479627,0.00129802
1772084319129990627,0.000529233
1772084319196727627,0.000449803
1772084319230226627,0.000623596
1772084319263489627,0.000459372
1772084319296856627,0.000731574
1772084319330366627,0.000720539
1772084319397116627,0.000761632
1772084319430464627,0.000500142
1772084319530605627,0.00141122
1772084319597438627,0.000596962
1772084319664097627,0.000389748
1772084319730977627,0.000355192
1772084319764370627,0.000352084
1772084319831123627,0.000702678
1772084320632410627,0.000396129
1772084320665743627,0.000613093
1772084320766012627,0.000652315
1772084320799364627,0.00091316
1772084320932866627,0.000508589
1772084320999619627,0.000512805
1772084321032989627,0.0009492
1772084321066498627,0.00148131
1772084321133242627,0.000613923
1772084321166618627,0.000430497
1772084321333498627,0.000388659
1772084321366892627,0.000388526
1772084321400360627,0.00118069
1772084321467121627,0.0012354
1772084321567245627,0.00083354
1772084321600625627,0.000441435
1772084321634134627,0.000783397
1772084321767615627,0.000891968
1772084321801014627,0.000790534
1772084321934495627,0.000432893
1772084322101502627,0.000470293
1772084322201631627,0.00130616
1772084322268369627,0.000466079
1772084322301756627,0.000662304
1772084322435374627,0.00146098
1772084322969467627,0.000510224
1772084323236643627,0.000699806
1772084323503771627,0.00162879
1772084323570514627,0.000557769
1772084323637260627,0.00124359
1772084323770781627,0.00104522
1772084323871033627,0.000834009
1772084323904372627,0.000674847
1772084323937764627,0.000535994
1772084323971136627,0.000575603
1772084324004505627,0.000553261
1772084324038030627,0.000539595
1772084324071289627,0.000585547
1772084324104637627,0.000832832
1772084324238267627,0.000998852
1772084324338395627,0.000871087
1772084324572146627,0.000564802
1772084324772466627,0.00117294
1772084324839280627,0.000608645
1772084324872646627,0.000549912
1772084324906029627,0.00055745
1772084325006150627,0.00100819
1772084325039531627,0.00057046
